院校名称,院校代码,所在地区,院校主管部门,院校层次,院校满意度
辽宁大学,10140,辽宁,辽宁省教育厅,本科,4.2
大连理工大学,10141,辽宁,教育部,本科,4.5
沈阳工业大学,10142,辽宁,辽宁省教育厅,本科,4.2
沈阳航空航天大学,10143,辽宁,辽宁省教育厅,本科,4.1
沈阳理工大学,10144,辽宁,辽宁省教育厅,本科,3.9
东北大学,10145,辽宁,教育部,本科,4.4
辽宁科技大学,10146,辽宁,辽宁省教育厅,本科,4.2
辽宁工程技术大学,10147,辽宁,辽宁省教育厅,本科,4.2
辽宁石油化工大学,10148,辽宁,辽宁省教育厅,本科,3.9
沈阳化工大学,10149,辽宁,辽宁省教育厅,本科,4.2
大连交通大学,10150,辽宁,辽宁省教育厅,本科,3.8
大连海事大学,10151,辽宁,交通运输部,本科,4.3
大连工业大学,10152,辽宁,辽宁省教育厅,本科,3.9
沈阳建筑大学,10153,辽宁,辽宁省教育厅,本科,4.4
辽宁工业大学,10154,辽宁,辽宁省教育厅,本科,4.1
沈阳农业大学,10157,辽宁,辽宁省教育厅,本科,4.3
大连海洋大学,10158,辽宁,辽宁省教育厅,本科,3.6
中国医科大学,10159,辽宁,辽宁省教育厅,本科,4.0
锦州医科大学,10160,辽宁,辽宁省教育厅,本科,3.6
大连医科大学,10161,辽宁,辽宁省教育厅,本科,4.1
辽宁中医药大学,10162,辽宁,辽宁省教育厅,本科,4.0
沈阳药科大学,10163,辽宁,辽宁省教育厅,本科,4.3
沈阳医学院,10164,辽宁,辽宁省教育厅,本科,4.1
辽宁师范大学,10165,辽宁,辽宁省教育厅,本科,4.1
沈阳师范大学,10166,辽宁,辽宁省教育厅,本科,4.2
渤海大学,10167,辽宁,辽宁省教育厅,本科,4.1
鞍山师范学院,10169,辽宁,辽宁省教育厅,本科,3.6
朝阳师范学院,10171,辽宁,辽宁省教育厅,本科,4.1
大连外国语大学,10172,辽宁,辽宁省教育厅,本科,4.1
东北财经大学,10173,辽宁,辽宁省教育厅,本科,4.5
中国刑事警察学院,10175,辽宁,公安部,本科,4.2
沈阳体育学院,10176,辽宁,辽宁省教育厅,本科,4.6
沈阳音乐学院,10177,辽宁,辽宁省教育厅,本科,4.3
鲁迅美术学院,10178,辽宁,辽宁省教育厅,本科,4.4
抚顺师范高等专科学校,10179,辽宁,辽宁省教育厅,高职(专科),3.6
锦州师范高等专科学校,10180,辽宁,辽宁省教育厅,高职(专科),3.5
营口职业技术学院,10181,辽宁,辽宁省教育厅,高职(专科),3.7
铁岭师范高等专科学校,10182,辽宁,辽宁省教育厅,高职(专科),3.9
辽宁对外经贸学院,10841,辽宁,辽宁省教育厅,本科,3.9
大连职业技术学院,10845,辽宁,辽宁省教育厅,高职(专科),3.9
沈阳大学,11035,辽宁,辽宁省教育厅,本科,4.2
抚顺职业技术学院,11037,辽宁,辽宁省教育厅,高职(专科),3.9
辽宁农业职业技术学院,11248,辽宁,辽宁省教育厅,高职(专科),4.4
辽阳职业技术学院,11249,辽宁,辽宁省教育厅,高职(专科),4.1
阜新高等专科学校,11250,辽宁,辽宁省教育厅,高职(专科),3.9
大连大学,11258,辽宁,辽宁省教育厅,本科,4.1
辽宁科技学院,11430,辽宁,辽宁省教育厅,本科,3.6
辽宁警察学院,11432,辽宁,辽宁省教育厅,本科,4.2
辽宁省交通高等专科学校,11500,辽宁,辽宁省教育厅,高职(专科),4.5
沈阳工程学院,11632,辽宁,辽宁省教育厅,本科,4.1
辽东学院,11779,辽宁,辽宁省教育厅,本科,4.1
大连民族大学,12026,辽宁,国家民族事务委员会,本科,4.5
盘锦职业技术学院,12063,辽宁,辽宁省教育厅,高职(专科),4.0
辽宁职业学院,12592,辽宁,辽宁省教育厅,高职(专科),3.7
辽宁生态工程职业学院,12593,辽宁,辽宁省教育厅,高职(专科),4.0
沈阳职业技术学院,12594,辽宁,辽宁省教育厅,高职(专科),3.6
辽宁理工职业大学,12595,辽宁,辽宁省教育厅,本科,3.6
辽宁金融职业学院,12895,辽宁,辽宁省教育厅,高职(专科),4.1
辽宁轨道交通职业学院,12896,辽宁,辽宁省教育厅,高职(专科),4.2
辽宁广告职业学院,12897,辽宁,辽宁省教育厅,高职(专科),3.5
辽宁机电职业技术学院,12898,辽宁,辽宁省教育厅,高职(专科),3.5
辽宁经济职业技术学院,12899,辽宁,辽宁省教育厅,高职(专科),4.1
辽宁石化职业技术学院,12900,辽宁,辽宁省教育厅,高职(专科),4.1
渤海船舶职业学院,12931,辽宁,辽宁省教育厅,高职(专科),3.5
大连理工大学城市学院,13198,辽宁,辽宁省教育厅,本科,4.4
沈阳工学院,13201,辽宁,辽宁省教育厅,本科,4.0
大连工业大学艺术与信息工程学院,13203,辽宁,辽宁省教育厅,本科,3.1
大连科技学院,13207,辽宁,辽宁省教育厅,本科,4.5
沈阳城市建设学院,13208,辽宁,辽宁省教育厅,本科,3.5
大连医科大学中山学院,13212,辽宁,辽宁省教育厅,本科,3.5
锦州医科大学医疗学院,13213,辽宁,辽宁省教育厅,本科,3.3
辽宁师范大学海华学院,13215,辽宁,辽宁省教育厅,本科,3.2
辽宁理工学院,13217,辽宁,辽宁省教育厅,本科,3.4
大连财经学院,13218,辽宁,辽宁省教育厅,本科,3.9
沈阳城市学院,13220,辽宁,辽宁省教育厅,本科,3.9
大连艺术学院,13599,辽宁,辽宁省教育厅,本科,4.0
辽宁中医药大学杏林学院,13609,辽宁,辽宁省教育厅,本科,3.5
辽宁何氏医学院,13610,辽宁,辽宁省教育厅,本科,4.1
沈阳科技学院,13621,辽宁,辽宁省教育厅,本科,3.6
大连东软信息学院,13631,辽宁,辽宁省教育厅,本科,4.3
辽宁财贸学院,13900,辽宁,辽宁省教育厅,本科,3.7
辽宁传媒学院,13957,辽宁,辽宁省教育厅,本科,3.6
大连软件职业学院,13958,辽宁,辽宁省教育厅,高职(专科),3.1
大连枫叶职业技术学院,13961,辽宁,辽宁省教育厅,高职(专科),N/A
辽宁装备制造职业技术学院,14076,辽宁,辽宁省教育厅,高职(专科),3.6
辽河石油职业技术学院,14077,辽宁,辽宁省教育厅,高职(专科),3.6
辽宁地质工程职业学院,14106,辽宁,辽宁省教育厅,高职(专科),3.5
辽宁铁道职业技术学院,14188,辽宁,辽宁省教育厅,高职(专科),4.2
辽宁建筑职业学院,14189,辽宁,辽宁省教育厅,高职(专科),4.2
大连航运职业技术学院,14209,辽宁,辽宁省教育厅,高职(专科),2.6
大连装备制造职业技术学院,14227,辽宁,辽宁省教育厅,高职(专科),N/A
大连汽车职业技术学院,14228,辽宁,辽宁省教育厅,高职(专科),N/A
辽宁现代服务职业技术学院,14240,辽宁,辽宁省教育厅,高职(专科),4.1
辽宁冶金职业技术学院,14286,辽宁,辽宁省教育厅,高职(专科),3.1
辽宁工程职业学院,14287,辽宁,辽宁省教育厅,高职(专科),3.5
辽宁城市建设职业技术学院,14288,辽宁,辽宁省教育厅,高职(专科),4.0
辽宁医药职业学院,14289,辽宁,辽宁省教育厅,高职(专科),4.1
铁岭卫生职业学院,14290,辽宁,辽宁省教育厅,高职(专科),4.1
沈阳北软信息职业技术学院,14385,辽宁,辽宁省教育厅,高职(专科),2.7
营口理工学院,14435,辽宁,辽宁省教育厅,本科,4.0
辽宁民族师范高等专科学校,14464,辽宁,辽宁省教育厅,高职(专科),3.2
辽宁轻工职业学院,14473,辽宁,辽宁省教育厅,高职(专科),3.7
辽宁特殊教育师范高等专科学校,14526,辽宁,辽宁省教育厅,高职(专科),N/A
辽宁师范高等专科学校,14662,辽宁,辽宁省教育厅,高职(专科),N/A
鞍山职业技术学院,14700,辽宁,辽宁省教育厅,高职(专科),N/A
大连理工大学(盘锦校区),19141,辽宁,教育部,本科,N/A
海军大连舰艇学院,91017,辽宁,中央军委训练管理部,本科,N/A
吉林大学,10183,吉林,教育部,本科,4.5
延边大学,10184,吉林,吉林省教育厅,本科,4.3
长春理工大学,10186,吉林,吉林省教育厅,本科,4.0
东北电力大学,10188,吉林,吉林省教育厅,本科,4.4
长春工业大学,10190,吉林,吉林省教育厅,本科,4.1
吉林建筑大学,10191,吉林,吉林省教育厅,本科,4.2
吉林化工学院,10192,吉林,吉林省教育厅,本科,3.9
吉林农业大学,10193,吉林,吉林省教育厅,本科,4.2
长春中医药大学,10199,吉林,吉林省教育厅,本科,4.0
东北师范大学,10200,吉林,教育部,本科,4.6
北华大学,10201,吉林,吉林省教育厅,本科,4.1
通化师范学院,10202,吉林,吉林省教育厅,本科,4.0
吉林师范大学,10203,吉林,吉林省教育厅,本科,4.4
吉林工程技术师范学院,10204,吉林,吉林省教育厅,本科,3.3
长春师范大学,10205,吉林,吉林省教育厅,本科,4.1
白城师范学院,10206,吉林,吉林省教育厅,本科,4.1
吉林财经大学,10207,吉林,吉林省教育厅,本科,4.4
吉林体育学院,10208,吉林,吉林省教育厅,本科,3.9
吉林艺术学院,10209,吉林,吉林省教育厅,本科,4.2
辽源职业技术学院,10847,吉林,吉林省教育厅,高职(专科),3.8
吉林外国语大学,10964,吉林,吉林省教育厅,本科,4.3
四平职业大学,11044,吉林,吉林省教育厅,高职(专科),4.0
吉林工商学院,11261,吉林,吉林省教育厅,本科,3.8
长春汽车职业技术大学,11436,吉林,吉林省教育厅,高职(专科),3.6
长春工程学院,11437,吉林,吉林省教育厅,本科,4.0
吉林农业科技学院,11439,吉林,吉林省教育厅,本科,3.8
长春金融高等专科学校,11440,吉林,吉林省教育厅,高职(专科),3.8
吉林警察学院,11441,吉林,吉林省教育厅,本科,4.4
长春大学,11726,吉林,吉林省教育厅,本科,4.0
长春医学高等专科学校,11823,吉林,吉林省教育厅,高职(专科),4.2
吉林交通职业技术学院,12049,吉林,吉林省教育厅,高职(专科),4.0
长春东方职业学院,12306,吉林,吉林省教育厅,高职(专科),2.6
吉林司法警官职业学院,12901,吉林,吉林省教育厅,高职(专科),3.7
吉林电子信息职业技术学院,12902,吉林,吉林省教育厅,高职(专科),3.7
吉林工业职业技术学院,12903,吉林,吉林省教育厅,高职(专科),3.5
吉林工程职业学院,12904,吉林,吉林省教育厅,高职(专科),4.1
长春职业技术学院,13161,吉林,吉林省教育厅,高职(专科),4.2
长春光华学院,13600,吉林,吉林省教育厅,本科,4.1
长春工业大学人文信息学院,13601,吉林,吉林省教育厅,本科,4.0
长春电子科技学院,13602,吉林,吉林省教育厅,本科,3.4
长春财经学院,13603,吉林,吉林省教育厅,本科,4.3
吉林建筑科技学院,13604,吉林,吉林省教育厅,本科,3.8
长春建筑学院,13605,吉林,吉林省教育厅,本科,3.5
长春科技学院,13606,吉林,吉林省教育厅,本科,3.7
吉林动画学院,13607,吉林,吉林省教育厅,本科,3.9
吉林师范大学博达学院,13622,吉林,吉林省教育厅,本科,4.0
长春大学旅游学院,13623,吉林,吉林省教育厅,本科,3.7
长春人文学院,13662,吉林,吉林省教育厅,本科,4.5
吉林医药学院,13706,吉林,吉林省教育厅,本科,4.2
白城医学高等专科学校,13743,吉林,吉林省教育厅,高职(专科),4.2
长春信息技术职业学院,13916,吉林,吉林省教育厅,高职(专科),2.8
松原职业技术学院,13917,吉林,吉林省教育厅,高职(专科),3.4
吉林铁道职业技术学院,14052,吉林,吉林省教育厅,高职(专科),3.9
白城职业技术学院,14107,吉林,吉林省教育厅,高职(专科),3.7
长白山职业技术学院,14190,吉林,吉林省教育厅,高职(专科),3.4
吉林科技职业技术学院,14291,吉林,吉林省教育厅,高职(专科),3.2
延边职业技术学院,14340,吉林,吉林省教育厅,高职(专科),3.0
吉林城市职业技术学院,14426,吉林,吉林省教育厅,高职(专科),2.7
吉林职业技术学院,14567,吉林,吉林省教育厅,高职(专科),2.7
吉林水利电力职业学院,14602,吉林,吉林省教育厅,高职(专科),3.8
长春健康职业学院,14603,吉林,吉林省教育厅,高职(专科),N/A
长春早期教育职业学院,14701,吉林,吉林省教育厅,高职(专科),N/A
梅河口康美职业技术学院,14702,吉林,吉林省教育厅,高职(专科),N/A
吉林通用航空职业技术学院,14743,吉林,吉林省教育厅,高职(专科),N/A
通化医药健康职业学院,14744,吉林,吉林省教育厅,高职(专科),N/A
长春数字科技职业学院,14839,吉林,吉林省教育厅,高职(专科),N/A
长春师范高等专科学校,15335,吉林,吉林省教育厅,高职(专科),N/A
吉林省教育学院,50252,吉林,吉林省教育厅,高职(专科),4.1
吉林省经济管理干部学院,51243,吉林,吉林省教育厅,高职(专科),3.8
空军航空大学,91025,吉林,中央军委训练管理部,本科,N/A
黑龙江大学,10212,黑龙江,黑龙江省教育厅,本科,4.5
哈尔滨工业大学,10213,黑龙江,工业和信息化部,本科,4.6
哈尔滨理工大学,10214,黑龙江,黑龙江省教育厅,本科,4.3
哈尔滨工程大学,10217,黑龙江,工业和信息化部,本科,4.4
黑龙江科技大学,10219,黑龙江,黑龙江省教育厅,本科,4.1
东北石油大学,10220,黑龙江,黑龙江省教育厅,本科,4.0
佳木斯大学,10222,黑龙江,黑龙江省教育厅,本科,4.3
黑龙江八一农垦大学,10223,黑龙江,黑龙江省教育厅,本科,4.3
东北农业大学,10224,黑龙江,黑龙江省教育厅,本科,4.4
东北林业大学,10225,黑龙江,教育部,本科,4.3
哈尔滨医科大学,10226,黑龙江,黑龙江省教育厅,本科,4.2
黑龙江中医药大学,10228,黑龙江,黑龙江省教育厅,本科,3.8
牡丹江医科大学,10229,黑龙江,黑龙江省教育厅,本科,4.0
哈尔滨师范大学,10231,黑龙江,黑龙江省教育厅,本科,4.1
齐齐哈尔大学,10232,黑龙江,黑龙江省教育厅,本科,4.3
牡丹江师范学院,10233,黑龙江,黑龙江省教育厅,本科,4.0
哈尔滨学院,10234,黑龙江,黑龙江省教育厅,本科,4.0
大庆师范学院,10235,黑龙江,黑龙江省教育厅,本科,4.2
绥化学院,10236,黑龙江,黑龙江省教育厅,本科,4.3
齐齐哈尔高等师范专科学校,10238,黑龙江,黑龙江省教育厅,高职(专科),3.8
哈尔滨商业大学,10240,黑龙江,黑龙江省教育厅,本科,4.3
哈尔滨体育学院,10242,黑龙江,黑龙江省教育厅,本科,4.2
哈尔滨金融学院,10245,黑龙江,黑龙江省教育厅,本科,3.9
